Textbox3,ExecutionTime
8/21/2023 5:00:04 AM,8/24/2023 5:38:47 PM

MandantenName,FilialKennung,GeraeteName,GeraeteBaujahr,GeraeteSeriennummer,GeraeteIPAdresse,GeraeteFirmware,GeraeteLastConnectionDatum,Textbox15
KRA,1597,1597_KRA_Sanok_1_E64S_IS600e,2017,10347807,197.77.106.200,"19.01.3856 , 19.1.3856",8/24/2023 11:33:58 AM,Verbindung ok
KAT,1052,1052_KAT_Gliwice_1_E3S_WTouch,2021,10443750,197.65.34.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:08:05 AM,Verbindung ok
POZ,1018,1018_POZ_Krotoszyn_3_E3S_WTouch,2021,10443484,197.64.66.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:08:05 AM,Verbindung ok
LUB,2138,2138_LUB_Lublin_4_E3S_WTouch,2023,10488627,197.91.58.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:24:13 AM,Verbindung ok
KAT,1624,1624_KAT_Chorzow_2_E64L_IS600e,2017,10348543,197.78.18.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:00 PM,Verbindung ok
POZ,2050,2050_POZ_Rogozno_4_E3L_WTouch,2021,10436577,197.88.194.201:8323/https://wiesheu-bottom.local,"23.2.0-1652 , 22.3.1",8/24/2023 9:24:13 AM,Verbindung ok
KAT,1990,1990_KAT_Opole_1_E3S_WTouch,2020,10435279,197.87.34.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:08:05 AM,Verbindung ok
WRO,1029,1029_WRO_Legnica_1_E64S_IS600e,2019,10395474,197.64.146.200,"19.01.3856 , 19.1.3856",8/24/2023 11:33:59 AM,Verbindung ok
KRA,2005,2005_KRA_Ustrzyki Dolne_1_E3S_WTouch,2020,10435088,197.87.218.200:8323/https://wiesheu-top.local,"21.2.0-811 , 21.1.0",8/24/2023 7:10:51 AM,Verbindung ok
LOD,1002,1002_LOD_Turek_2_E3L_WTouch,2021,10438786,197.64.2.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 20.0.1",8/24/2023 9:24:13 AM,Verbindung ok
KAT,1667,1667_KAT_MikoLow_1_E64S_IS600e,2019,10395202,197.79.42.200,"19.01.3856 , 19.1.3856",8/24/2023 11:34:00 AM,Verbindung ok
KAT,1836,1836_KAT_Zawiercie_3_E64S_IS600e,2018,10365967,197.83.138.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:01 AM,Verbindung ok
WAR,1439,1439_WAR_WLodawa_2_E64L_IS600e,2018,10374261,197.73.66.201,,,Keine Verbindung
SZC,1274,1274_SZC_swinoujscie_3_E3S_WTouch,2021,10441150,197.69.170.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:10:51 AM,Verbindung ok
WAR,1109,1109_WAR_Warszawa_1_E3S_WTouch,2021,10441285,197.66.90.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/22/2023 7:11:36 AM,Verbindung ok
LOD,1830,1830_LOD_Lodz_3_E64S_IS600e,2018,10380424,197.84.42.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:02 AM,Verbindung ok
GDA,1496,1496_GDA_Gdynia_3_E64S_IS600e,2016,10335724,197.74.178.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
POZ,1301,1301_POZ_Gniezno_4_E3L_WTouch,2021,10442626,197.70.34.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:24:13 AM,Verbindung ok
WAR,2058,2058_WAR_Parczew_2_E64L_IS600e,2020,10423684,197.88.2.201,"18.04.3839 , 18.4.3839",8/24/2023 12:18:00 PM,Verbindung ok
POZ,1974,1974_POZ_Zalasewo_1_E64S_IS600e,2020,10421530,197.87.2.200,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
GDA,2079,2079_GDA_Leba_1_E3S_WTouch,2022,10478557,197.90.186.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:10:51 AM,Verbindung ok
BYD,1401,1401_BYD_Kruszwica _4_E64L_IS600e,2017,10347273,197.72.90.203,"19.01.3856 , 19.1.3856",8/24/2023 12:18:00 PM,Verbindung ok
SZC,1720,1720_SZC_Szczecin_2_E64L_IS600e,2018,10371953,197.80.130.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
LOD,1368,1368_LOD_Tomaszow Mazowiecki_4_E3L_WTouch,2021,10439400,197.71.154.201:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 9:24:14 AM,Verbindung ok
LOD,1041,1041_LOD_Lodz_1_E3S_WTouch,2021,10439987,197.64.226.200:8323/https://wiesheu-top.local,"21.2.0-811 , 19.2.17",8/10/2023 7:08:56 AM,Keine Verbindung
WAR,1083,1083_WAR_Warszawa_2_E3L_WTouch,2021,10441660,197.65.194.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 9:27:44 AM,Verbindung ok
KAT,1584,1584_KAT_Ruda slaska_4_E64L_IS600e,2016,10336384,197.77.18.203,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
WAR,1331,1331_WAR_Radzyn Podlaski_2_E64L_IS600e,2018,10373747,197.70.210.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
SZC,1580,1580_SZC_Drezdenko_1_E64S_IS600e,2017,10348324,197.76.242.200,"22.01.3879 , 22.1.3879",8/24/2023 11:34:31 AM,Verbindung ok
SZC,1978,1978_SZC_Gorzow Wlkp._3_E64S_IS600e,2020,10424226,197.87.26.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
GDA,2119,2119_GDA_Prabuty_2_E3L_WTouch,2023,10495553,197.91.130.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 9:27:44 AM,Verbindung ok
KAT,1250,1250_KAT_Zawiercie_3_E64S_IS600e,2015,10394546,197.69.26.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
KAT,2010,2010_KAT_Czestochowa_1_E64S_IS600e,2020,10430455,197.87.146.200,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
LOD,1659,1659_LOD_Lodz_2_E64L_IS600e,2020,10429985,197.87.90.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
LUB,1095,1095_LUB_Lublin_2_E64L_IS600e,2019,10396464,197.66.2.201,"18.04.3839 , 18.4.3839",8/24/2023 12:18:47 PM,Verbindung ok
MIM,2047,2047_MIM_Stary Konik_2_E3L_WTouch,2023,10496227,197.91.218.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:44 AM,Verbindung ok
GDA,1403,1403_GDA_WLadysLawowo_4_E3L_WTouch,2021,10440503,197.72.98.201:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 9:27:44 AM,Verbindung ok
WRO,2145,2145_WRO_Lubin_2_E3L_WTouch,2023,10487526,197.91.50.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:44 AM,Verbindung ok
BYD,2123,2123_BYD_Lubawa_3_E3L_WTouch,2023,10476297,197.91.2.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:10:51 AM,Verbindung ok
WRO,1941,1941_WRO_WrocLaw_4_E3L_WTouch,2021,10440406,197.67.66.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:44 AM,Verbindung ok
WRO,1120,1120_WRO_WrocLaw_2_E3L_WTouch,2021,10443746,197.66.138.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:44 AM,Verbindung ok
GDA,2103,2103_GDA_Pruszcz Gdanski_3_E3S_WTouch,2023,10496741,197.92.98.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:10:51 AM,Verbindung ok
WAR,2175,2175_WAR_Warszawa_3_E3S_WTouch,2022,10474863,197.90.162.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:10:51 AM,Verbindung ok
WAR,1109,1109_WAR_Warszawa_4_E3L_WTouch,2021,10441580,197.66.90.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 9:27:44 AM,Verbindung ok
SZC,1895,1895_SZC_Koszalin_1_E64S_IS600e,2017,10355182,197.83.90.200,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
LUB,1251,1251_LUB_Lancut_1_E3S_WTouch,2021,10438793,197.69.34.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:10:51 AM,Verbindung ok
GDA,1848,1848_GDA_Gdansk_1_E64S_IS600e,2017,10357860,197.83.146.200,"19.01.3856 , 19.1.3856",8/24/2023 11:34:31 AM,Verbindung ok
GDA,2103,2103_GDA_Pruszcz Gdanski_1_E3S_Wtouch,2023,10496753,197.92.98.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:10:51 AM,Verbindung ok
GDA,1831,1831_GDA_Elblag_2_E3L_WTouch,2021,10436520,197.88.74.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:44 AM,Verbindung ok
LOD,2135,2135_LOD_Rawa Mazowiecka_4_E3L_WTouch,2022,10478199,197.90.122.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:27:45 AM,Verbindung ok
SZC,1580,1580_SZC_Drezdenko_3_E64S_IS600e,2019,10395176,197.76.242.202,"22.01.3879 , 22.1.3879",8/24/2023 11:34:31 AM,Verbindung ok
WRO,1425,1425_WRO_Gubin_4_E64L_IS600e,2017,10347665,197.72.234.203,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
KAT,1584,1584_KAT_Ruda slaska_3_E64S_IS600e,2016,10336392,197.77.18.202,"19.01.3856 , 19.1.3856",8/24/2023 11:34:32 AM,Verbindung ok
WAR,1527,1527_WAR_Warszawa_6_E3L_WTouch,2021,10441133,197.75.130.202:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:31:47 AM,Verbindung ok
SZC,1091,1091_SZC_Gorzow_2_E64L_IS600e,2019,10396720,197.65.226.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
LUB,2036,2036_LUB_Opole Lubelskie_1_E3S_WTouch,2020,10435960,197.88.138.200:8323/https://wiesheu-top.local,"21.2.0-811 , 21.1.0",8/24/2023 7:14:53 AM,Verbindung ok
BYD,1674,1674_BYD_Bydgoszcz_2_E64L_IS600e,2019,10394581,197.79.98.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
KAT,1613,1613_KAT_Rybnik_3_E64S_IS600e,2019,10394907,197.77.210.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
POZ,2019,2019_POZ_Nowy Tomysl_1_E3S_WTouch,2023,10487520,197.91.42.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:14:53 AM,Verbindung ok
POZ,1708,1708_POZ_Poznan_2_E3L_WTouch,2021,10444044,197.80.58.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",,Keine Verbindung
WRO,1909,1909_WRO_WrocLaw_4_E64L_IS600e,2018,10377759,197.84.26.203,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
KAT,2064,2064_KAT_Zywiec_2_E3L_WTouch,2022,10467149,197.89.170.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:31:47 AM,Verbindung ok
LOD,1368,1368_LOD_Tomaszow Mazowiecki_3_E3S_WTouch,2021,10439410,197.71.154.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.402",8/24/2023 7:14:53 AM,Verbindung ok
KRA,1612,1612_KRA_Rzeszow_1_E64S_IS600e,2017,10347826,197.77.202.200,"18.04.3839 , 18.4.3839",8/24/2023 11:35:23 AM,Verbindung ok
WRO,1614,1614_WRO_Zielona Gora_2_E3L_WTouch,2021,10444124,197.77.218.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:31:47 AM,Verbindung ok
LUB,2162,2162_LUB_Lublin_1_E3S_WTouch,2022,10483958,197.90.250.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
SZC,1072,1072_SZC_Kostrzyn_3_E64S_IS600e,2018,10371690,197.65.106.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
KRA,1843,1843_KRA_NiepoLomice_3_E64S_IS600e,2016,10338474,197.82.242.202,"18.04.3839 , 18.4.3839",8/24/2023 11:35:23 AM,Verbindung ok
WAR,2154,2154_WAR_TLuszcz_1_E3S_WTouch,2023,10489196,197.91.34.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
LOD,1993,1993_LOD_Lask_1_E64S_IS600e,2020,10428311,197.87.170.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
KAT,1467,1467_KAT_Gliwice_3_E64S_IS600e,2019,10394807,197.73.242.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
KAT,1476,1476_KAT_Piekary  slaskie_2_E64L_IS600e,2018,10372368,197.74.42.201,"19.01.3856 , 19.1.3856",8/24/2023 12:18:47 PM,Verbindung ok
WAR,1339,1339_WAR_Warszawa_4_E3L_WTouch,2021,10441198,197.70.250.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.3.1",8/24/2023 9:31:47 AM,Seriennummer falsch
KAT,1585,1585_KAT_Katowice_3_E3S_WTouch,2021,10443731,197.77.26.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
LUB,2138,2138_LUB_Lublin_3_E3L_WTouch,2023,10488622,197.91.58.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
SZC,1086,1086_SZC_Szczecin_6_E3L_WTouch,2021,10441200,197.65.210.202:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.17",8/24/2023 9:31:47 AM,Verbindung ok
KAT,2157,2157_KAT_Bytom_4_E3S_WTouch,2023,10472907,197.91.194.201:8323/https://wiesheu-bottom.local,"21.7.30-1076 , 21.3.1",8/24/2023 9:31:47 AM,Verbindung ok
WAR,1902,1902_WAR_Chyliczki_2_E3L_WTouch,2021,10439396,197.88.66.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 9:31:48 AM,Verbindung ok
LOD,1663,1663_LOD_Zgierz_3_E64S_IS600e,2015,10316541,197.79.18.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
WRO,2166,2166_WRO_WrocLaw_2_E3L_WTouch,2023,10489630,197.91.106.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:31:49 AM,Verbindung ok
KAT,2025,2025_KAT_Wadowice_2_E64L_IS600e,2020,10417825,197.87.82.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
WAR,2028,2028_WAR_Warszawa_1_E3S_WTouch,2020,10435196,197.88.114.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
WAR,2175,2175_WAR_Warszawa_4_E3L_WTouch,2022,10474869,197.90.162.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:31:50 AM,Verbindung ok
GDA,1670,1670_GDA_Sopot_4_E64L_IS600e,2017,10346210,197.79.66.203,"18.04.3839 , 18.4.3839",8/24/2023 12:19:21 PM,Verbindung ok
LUB,1215,1215_LUB_CheLm _2_E64L_IS600e,2017,10347300,197.68.114.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
WRO,1614,1614_WRO_Zielona Gora_3_E3S_WTouch,2021,10443345,197.77.218.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:14:53 AM,Verbindung ok
SZC,1720,1720_SZC_Szczecin_1_E64S_IS600e,2018,10371955,197.80.130.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
WAR,1661,1661_WAR_BiaLystok_3_E64S_IS600e,2019,10396929,197.79.2.202,"19.01.3856 , 19.1.3856",,Keine Verbindung
LOD,1561,1561_LOD_Lodz_1_E3S_WTouch,2021,10438789,197.76.98.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:14:53 AM,Verbindung ok
SZC,1537,1537_SZC_Szczecin_4_E64L_IS600e,2015,10395247,197.75.194.203,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
GDA,1865,1865_GDA_Elblag_3_E64S_IS600e,2018,10380696,197.84.66.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:23 AM,Verbindung ok
WAR,1874,1874_WAR_KobyLka_3_E64S_IS600e,2017,10363828,197.83.194.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
BYD,1596,1596_BYD_Bydgoszcz_2_E3L_WTouch,2021,10442235,197.77.98.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/21/2023 5:15:11 AM,Verbindung ok
WRO,1915,1915_WRO_WrocLaw_1_E3S_WTouch,2020,10435209,197.87.226.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:17:38 AM,Verbindung ok
POZ,1827,1827_POZ_Poznan_2_E64L_IS600e,2016,10340053,197.82.178.201,"22.01.3879 , 22.1.3879",8/24/2023 12:19:21 PM,Verbindung ok
POZ,1231,1231_POZ_Poznan_4_E64L_IS600e,2018,10372358,197.68.178.203,"22.01.3879 , 22.1.3879",8/24/2023 12:19:21 PM,Verbindung ok
BYD,1401,1401_BYD_Kruszwica _2_E64L_IS600e,2017,10347274,197.72.90.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
BYD,1894,1894_BYD_Bydgoszcz _1_E3S_WTouch,2021,10442070,197.83.82.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:17:38 AM,Verbindung ok
KAT,1692,1692_KAT_Tychy_2_E64L_IS600e,2019,10308558,197.79.218.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
LUB,1989,1989_LUB_CheLm_3_E64S_IS600e,2020,10419507,197.86.114.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
WAR,1902,1902_WAR_Chyliczki_1_E3S_WTouch,2021,10439393,197.88.66.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:17:38 AM,Verbindung ok
BYD,2101,2101_BYD_Koronowo_1_E3S_WTouch,2022,10477151,197.90.242.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:17:38 AM,Verbindung ok
WAR,1971,1971_WAR_Lomianki_1_E64S_IS600e,2020,10417093,197.86.178.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KAT,1624,1624_KAT_Chorzow_1_E64S_IS600e,2017,10348544,197.78.18.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KRA,1665,1665_KRA_Tarnow_2_E3L_WTouch,2021,10438906,197.79.26.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/24/2023 9:34:49 AM,Verbindung ok
SZC,1622,1622_SZC_Szczecin_2_E64L_IS600e,2019,10395464,197.78.2.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:21 PM,Verbindung ok
WAR,1920,1920_WAR_Zielonka_3_E3S_WTouch,2020,10433460,197.87.210.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 7:17:38 AM,Verbindung ok
KAT,1961,1961_KAT_Zory_2_E3L_WTouch,2020,10427905,197.87.98.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:34:49 AM,Verbindung ok
WRO,1186,1186_WRO_WrocLaw_1_E64S_IS600e,2017,10349766,197.67.234.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KAT,1888,1888_KAT_Oswiecim_2_E64L_IS600e,2016,10343496,197.83.50.201,"19.01.3856 , 19.1.3856",8/7/2023 5:48:04 AM,Keine Verbindung
POZ,2019,2019_POZ_Nowy Tomysl_4_E3S_WTouch,2023,10487516,197.91.42.201:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 9:34:49 AM,Verbindung ok
GDA,1480,1480_GDA_Gdynia_1_E3S_WTouch,2021,10443087,197.74.66.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/22/2023 7:21:59 AM,Verbindung ok
KRA,1751,1751_KRA_Nowy Sacz_4_E3L_WTouch,2021,10439358,197.81.74.201:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.3.1",8/24/2023 9:34:49 AM,Seriennummer falsch
WAR,1559,1559_WAR_Wegrow_3_E64S_IS600e,2017,10349962,197.76.82.202,"18.04.3839 , 18.4.3839",8/24/2023 11:35:59 AM,Verbindung ok
LUB,1456,1456_LUB_CheLm _2_E64L_IS600e,2016,10344873,197.73.178.201,"18.04.3839 , 18.4.3839",,Keine Verbindung
KAT,1531,1531_KAT_Gliwice_3_E64S_IS600e,2017,10348061,197.75.146.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KAT,1422,1422_KAT_Chorzow_1_E64S_IS600e,2017,10404285,197.72.210.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KRA,1357,1357_KRA_Krakow_3_E3S_WTouch,2021,10439364,197.71.106.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:17:38 AM,Verbindung ok
KRA,2213,2213_KRA_Dabrowa Tarnowska_3_E3L_WTouch,2023,10489620,197.91.138.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:17:38 AM,Verbindung ok
WAR,1996,1996_WAR_Lesznowola_3_E3S_WTouch,2020,10435027,197.87.234.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 7:17:38 AM,Verbindung ok
GDA,1271,1271_GDA_Rumia_1_E3S_WTouch,2021,10443361,197.69.146.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 7:17:38 AM,Verbindung ok
WAR,1109,1109_WAR_Warszawa_3_E3S_WTouch,2021,10441507,197.66.90.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:21:09 AM,Verbindung ok
SZC,2035,2035_SZC_Szczecin_1_E3S_WTouch,2020,10435228,197.88.18.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 7:21:09 AM,Verbindung ok
SZC,2035,2035_SZC_Szczecin_4_E3L_WTouch,2020,10435277,197.88.18.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.17",8/24/2023 9:34:49 AM,Verbindung ok
KAT,1836,1836_KAT_Zawiercie_1_E64S_IS600e,2018,10365961,197.83.138.200,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
KAT,1467,1467_KAT_Gliwice_2_E64L_IS600e,2019,10394806,197.73.242.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
KAT,1926,1926_KAT_Gliwice_3_E64S_IS600e,2018,10390623,197.84.138.202,"19.01.3856 , 19.1.3856",8/24/2023 11:35:59 AM,Verbindung ok
LUB,1758,1758_LUB_Starachowice_2_E64L_IS600e,2018,10373749,197.81.122.201,"18.03.3813 , 18.3.3813",8/24/2023 12:19:49 PM,Verbindung ok
WRO,1984,1984_WRO_Jelcz-Laskowice_3_E3S_WTouch,2020,10432444,197.87.50.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/2/2023 11:16:47 AM,Keine Verbindung
KAT,1035,1035_KAT_Jastrzebie Zdroj_4_E64L_IS600e,2017,10347280,197.64.178.203,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
WAR,1834,1834_WAR_Radzymin_4_E64L_IS600e,2018,10367381,197.83.130.203,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
GDA,1955,1955_GDA_Gdansk_2_E64L_IS600e,2020,10423054,197.87.58.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
KAT,1888,1888_KAT_Oswiecim_3_E64S_IS600e,2016,10343497,197.83.50.202,"19.01.3856 , 19.1.3856",8/24/2023 11:37:08 AM,Verbindung ok
WAR,1255,1255_WAR_Radom_3_E3S_WTouch,2021,10440519,197.69.50.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 19.2.17",8/24/2023 7:21:09 AM,Verbindung ok
KAT,1273,1273_KAT_Chorzow_1_E3S_WTouch,2023,10493831,197.69.162.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:21:09 AM,Verbindung ok
KAT,1173,1173_KAT_Jaworzno_3_E3S_WTouch,2021,10442512,197.67.154.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:21:09 AM,Verbindung ok
GDA,1182,1182_GDA_Gdansk _2_E64L_IS600e,2018,10374479,197.67.210.201,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
KAT,1250,1250_KAT_Zawiercie_4_E64L_IS600e,2015,10394549,197.69.26.203,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
POZ,1523,1523_POZ_Wschowa_1_E64S_IS600e,2018,10391007,197.75.98.200,"19.01.3856 , 19.1.3856",8/24/2023 11:37:08 AM,Verbindung ok
KAT,1990,1990_KAT_Opole_2_E3L_WTouch,2020,10435281,197.87.34.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 9:34:49 AM,Verbindung ok
BYD,1875,1875_BYD_Bydgoszcz_4_E64L_IS600e,2020,10429999,197.87.74.203,"19.01.3856 , 19.1.3856",8/24/2023 12:19:49 PM,Verbindung ok
KRA,1338,1338_KRA_Gorlice_2_E3L_WTouch,2021,10439281,197.70.242.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.17",8/24/2023 9:34:49 AM,Verbindung ok
KRA,1578,1578_KRA_Krakow_1_E3S_WTouch,2021,10438910,197.76.226.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:21:09 AM,Verbindung ok
KAT,1986,1986_KAT_Katowice_1_E3S_WTouch,2021,10436536,197.88.154.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 7:21:09 AM,Verbindung ok
